order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,total_revenue,discounted_amount,total_cost,net_revenue,profit,profit_margin %
5741,2022-10-19,First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,FUR-FU-10001095,30,30,1,0.04,30,1.2,30,28.8,-1.1999999999999993,-4.166666666666664
5742,2023-06-30,First Class,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,TEC-MA-10004679,490,530,2,0.04,1060,42.4,980,1017.6,37.60000000000002,3.6949685534591215
5743,2022-08-20,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,OFF-PA-10003651,30,30,4,0.04,120,4.8,120,115.2,-4.799999999999997,-4.166666666666664
5744,2022-04-15,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,OFF-PA-10000743,20,20,3,0.02,60,1.2,60,58.8,-1.2000000000000028,-2.040816326530617
5745,2023-04-01,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Storage,OFF-ST-10002743,710,800,7,0.04,5600,224.0,4970,5376.0,406.0,7.552083333333333
5746,2022-05-29,First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,FUR-FU-10003829,20,20,7,0.04,140,5.6000000000000005,140,134.4,-5.599999999999994,-4.1666666666666625
5747,2023-09-08,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,TEC-PH-10002496,230,250,2,0.05,500,25.0,460,475.0,15.0,3.1578947368421053
5748,2022-01-04,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,TEC-AC-10002473,60,70,3,0.03,210,6.3,180,203.7,23.69999999999999,11.634756995581732
5749,2022-06-20,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,TEC-AC-10004877,20,20,3,0.03,60,1.7999999999999998,60,58.2,-1.7999999999999972,-3.092783505154634
5750,2022-02-03,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,TEC-PH-10000923,60,70,5,0.04,350,14.0,300,336.0,36.0,10.714285714285714
5751,2022-12-17,Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,FUR-TA-10001539,320,360,3,0.03,1080,32.4,960,1047.6,87.59999999999991,8.361970217640312
5752,2023-06-22,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10003498,40,40,3,0.02,120,2.4,120,117.6,-2.4000000000000057,-2.040816326530617
5753,2023-07-22,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10004484,20,20,5,0.04,100,4.0,100,96.0,-4.0,-4.166666666666666
5754,2023-03-12,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,FUR-CH-10000015,740,870,4,0.02,3480,69.60000000000001,2960,3410.4,450.4000000000001,13.206661975134883
5755,2022-04-20,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10003732,10,10,2,0.03,20,0.6,20,19.4,-0.6000000000000014,-3.0927835051546464
5757,2023-07-09,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,TEC-CO-10002095,1740,2000,5,0.03,10000,300.0,8700,9700.0,1000.0,10.309278350515463
5758,2023-06-27,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10004270,40,50,3,0.02,150,3.0,120,147.0,27.0,18.367346938775512
5759,2023-01-13,First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,TEC-MA-10000423,30,30,3,0.04,90,3.6,90,86.4,-3.5999999999999943,-4.16666666666666
5760,2023-05-05,Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10001526,450,480,4,0.03,1920,57.599999999999994,1800,1862.4,62.40000000000009,3.3505154639175307
5761,2023-07-22,Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10002194,10,10,1,0.02,10,0.2,10,9.8,-0.1999999999999993,-2.0408163265306047
5762,2022-04-27,First Class,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,OFF-AP-10000828,480,540,3,0.02,1620,32.4,1440,1587.6,147.5999999999999,9.297052154195006
5763,2023-11-25,First Class,Consumer,United States,Lake Forest,California,92630,West,Furniture,Furnishings,FUR-FU-10001473,50,50,4,0.04,200,8.0,200,192.0,-8.0,-4.166666666666666
5764,2023-11-26,First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,FUR-CH-10004983,1200,1450,10,0.04,14500,580.0,12000,13920.0,1920.0,13.793103448275861
5765,2023-12-16,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10003994,300,350,6,0.04,2100,84.0,1800,2016.0,216.0,10.714285714285714
5766,2023-04-04,Standard Class,Consumer,United States,Redding,California,96003,West,Technology,Phones,TEC-PH-10004447,310,330,3,0.04,990,39.6,930,950.4,20.399999999999977,2.146464646464644
5767,2023-07-16,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,OFF-LA-10004545,50,60,6,0.05,360,18.0,300,342.0,42.0,12.280701754385964
5768,2023-10-30,Second Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,TEC-AC-10003116,80,90,6,0.03,540,16.2,480,523.8,43.799999999999955,8.361970217640312
5770,2023-09-13,Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,OFF-PA-10002377,20,20,4,0.05,80,4.0,80,76.0,-4.0,-5.263157894736842
5771,2022-04-29,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10000010,10,10,3,0.02,30,0.6,30,29.4,-0.6000000000000014,-2.040816326530617
5772,2023-02-15,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10002651,950,1160,4,0.04,4640,185.6,3800,4454.4,654.3999999999996,14.69109195402298
5773,2022-03-27,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,TEC-CO-10002313,550,600,1,0.04,600,24.0,550,576.0,26.0,4.513888888888888
5774,2023-07-16,Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Storage,OFF-ST-10001580,20,20,2,0.03,40,1.2,40,38.8,-1.2000000000000028,-3.0927835051546464
5775,2022-04-20,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10001545,580,640,7,0.02,4480,89.60000000000001,4060,4390.4,330.39999999999964,7.525510204081624
5776,2022-02-26,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10004826,10,10,1,0.02,10,0.2,10,9.8,-0.1999999999999993,-2.0408163265306047
5777,2023-11-06,Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Binders,OFF-BI-10000301,20,20,3,0.05,60,3.0,60,57.0,-3.0,-5.263157894736842
5778,2022-04-13,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10000994,90,100,1,0.03,100,3.0,90,97.0,7.0,7.216494845360824
5779,2023-01-04,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003156,20,30,3,0.02,90,1.8,60,88.2,28.200000000000003,31.97278911564626
5780,2022-12-22,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,FUR-CH-10000988,100,110,1,0.04,110,4.4,100,105.6,5.599999999999994,5.303030303030297
5781,2022-05-25,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,TEC-MA-10003329,70,70,3,0.03,210,6.3,210,203.7,-6.300000000000011,-3.092783505154645
5783,2023-10-08,Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Envelopes,OFF-EN-10003072,20,20,4,0.03,80,2.4,80,77.6,-2.4000000000000057,-3.0927835051546464
5784,2023-10-20,Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Paper,OFF-PA-10000726,30,40,4,0.04,160,6.4,120,153.6,33.599999999999994,21.874999999999996
5785,2023-02-18,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,FUR-BO-10001972,200,220,6,0.03,1320,39.6,1200,1280.4,80.40000000000009,6.279287722586699
5786,2022-07-18,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Supplies,OFF-SU-10004664,40,40,6,0.02,240,4.8,240,235.2,-4.800000000000011,-2.040816326530617
5787,2022-11-11,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,OFF-BI-10003676,20,20,7,0.04,140,5.6000000000000005,140,134.4,-5.599999999999994,-4.1666666666666625
5788,2022-02-12,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10003727,80,100,7,0.02,700,14.0,560,686.0,126.0,18.367346938775512
5789,2023-02-05,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10003829,10,10,5,0.02,50,1.0,50,49.0,-1.0,-2.0408163265306123
5791,2023-02-15,First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Fasteners,OFF-FA-10002280,40,40,7,0.02,280,5.6000000000000005,280,274.4,-5.600000000000023,-2.0408163265306207
5792,2023-02-01,First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Chairs,FUR-CH-10002961,70,70,1,0.04,70,2.8000000000000003,70,67.2,-2.799999999999997,-4.1666666666666625
5793,2023-07-15,First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Appliances,OFF-AP-10002578,90,100,2,0.02,200,4.0,180,196.0,16.0,8.16326530612245
5794,2022-09-10,First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Furnishings,FUR-FU-10004848,40,50,1,0.03,50,1.5,40,48.5,8.5,17.525773195876287
5795,2022-04-06,First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Binders,OFF-BI-10003364,50,50,2,0.03,100,3.0,100,97.0,-3.0,-3.0927835051546393
5796,2022-08-18,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10002615,1300,1400,9,0.04,12600,504.0,11700,12096.0,396.0,3.273809523809524
5797,2022-04-25,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000521,110,120,4,0.02,480,9.6,440,470.4,30.399999999999977,6.4625850340136015
5798,2022-06-12,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10000121,20,20,3,0.05,60,3.0,60,57.0,-3.0,-5.263157894736842
5799,2023-01-03,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001289,80,80,2,0.04,160,6.4,160,153.6,-6.400000000000006,-4.1666666666666705
5800,2023-03-04,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10004495,340,420,2,0.05,840,42.0,680,798.0,118.0,14.786967418546364
5801,2023-10-07,First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,TEC-PH-10000895,520,580,4,0.02,2320,46.4,2080,2273.6,193.5999999999999,8.515130190007033
5802,2022-12-21,First Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,OFF-PA-10000552,10,10,2,0.03,20,0.6,20,19.4,-0.6000000000000014,-3.0927835051546464
5803,2022-01-22,First Class,Consumer,United States,Thousand Oaks,California,91360,West,Technology,Phones,TEC-PH-10000376,20,20,2,0.05,40,2.0,40,38.0,-2.0,-5.263157894736842
5804,2023-02-02,Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,OFF-AR-10003504,10,10,3,0.05,30,1.5,30,28.5,-1.5,-5.263157894736842
5805,2023-09-03,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10000943,50,60,4,0.02,240,4.8,200,235.2,35.19999999999999,14.96598639455782
5806,2023-03-18,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,FUR-BO-10003441,180,210,3,0.02,630,12.6,540,617.4,77.39999999999998,12.536443148688042
5807,2022-06-27,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,OFF-PA-10002195,10,10,3,0.04,30,1.2,30,28.8,-1.1999999999999993,-4.166666666666664
5808,2023-02-19,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Appliances,OFF-AP-10001205,80,90,2,0.03,180,5.3999999999999995,160,174.6,14.599999999999994,8.361970217640318
5809,2023-07-04,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,OFF-AR-10002987,20,30,2,0.03,60,1.7999999999999998,40,58.2,18.200000000000003,31.271477663230247
5810,2023-04-22,Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,FUR-FU-10000723,110,130,4,0.05,520,26.0,440,494.0,54.0,10.931174089068826
5811,2022-02-11,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10003127,90,110,4,0.04,440,17.6,360,422.4,62.39999999999998,14.772727272727268
5812,2022-07-24,Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10000747,80,90,2,0.02,180,3.6,160,176.4,16.400000000000006,9.297052154195013
5813,2022-11-06,Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,TEC-PH-10001795,1270,1490,3,0.03,4470,134.1,3810,4335.9,525.8999999999996,12.128969764062816
5814,2022-01-31,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10003797,20,20,3,0.02,60,1.2,60,58.8,-1.2000000000000028,-2.040816326530617
5815,2023-07-26,First Class,Consumer,United States,Tampa,Florida,33614,South,Technology,Accessories,TEC-AC-10002718,10,10,1,0.03,10,0.3,10,9.7,-0.3000000000000007,-3.0927835051546464
5816,2022-07-12,Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,TEC-PH-10002170,230,280,4,0.03,1120,33.6,920,1086.4,166.4000000000001,15.316642120765838
5817,2022-01-02,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,OFF-BI-10001078,10,10,3,0.03,30,0.8999999999999999,30,29.1,-0.8999999999999986,-3.092783505154634
5818,2022-05-21,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,OFF-BI-10001031,20,20,4,0.03,80,2.4,80,77.6,-2.4000000000000057,-3.0927835051546464
5819,2022-11-24,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,OFF-LA-10001158,80,90,9,0.02,810,16.2,720,793.8,73.79999999999995,9.297052154195006
5820,2022-03-09,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,OFF-LA-10001613,10,10,4,0.05,40,2.0,40,38.0,-2.0,-5.263157894736842
5821,2022-08-11,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10000157,200,240,2,0.03,480,14.399999999999999,400,465.6,65.60000000000002,14.089347079037806
5822,2022-10-09,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10004868,10,10,1,0.02,10,0.2,10,9.8,-0.1999999999999993,-2.0408163265306047
5823,2023-05-05,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,FUR-TA-10001520,270,290,5,0.02,1450,29.0,1350,1421.0,71.0,4.9964813511611545
5824,2022-10-11,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001900,20,20,4,0.02,80,1.6,80,78.4,-1.5999999999999943,-2.0408163265306047
5825,2022-01-05,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10003971,20,30,3,0.03,90,2.6999999999999997,60,87.3,27.299999999999997,31.27147766323024
5826,2022-04-18,Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000418,340,420,4,0.05,1680,84.0,1360,1596.0,236.0,14.786967418546364
5827,2023-01-22,Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004626,70,90,1,0.05,90,4.5,70,85.5,15.5,18.128654970760234
5828,2022-01-31,Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004860,150,180,2,0.03,360,10.799999999999999,300,349.2,49.19999999999999,14.089347079037799
5829,2023-11-03,Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10003251,10,10,2,0.04,20,0.8,20,19.2,-0.8000000000000007,-4.1666666666666705
5830,2022-01-30,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Tables,FUR-TA-10004575,530,580,2,0.02,1160,23.2,1060,1136.8,76.79999999999995,6.755805770584092
5831,2022-09-02,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,FUR-CH-10004754,20,30,1,0.02,30,0.6,20,29.4,9.399999999999999,31.972789115646254
5832,2022-01-29,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,TEC-AC-10003095,470,520,4,0.05,2080,104.0,1880,1976.0,96.0,4.8582995951417
5833,2023-12-05,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Labels,OFF-LA-10000262,10,10,3,0.05,30,1.5,30,28.5,-1.5,-5.263157894736842
5834,2023-12-12,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Chairs,FUR-CH-10002961,330,360,5,0.05,1800,90.0,1650,1710.0,60.0,3.508771929824561
5835,2023-01-13,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10003876,50,60,5,0.04,300,12.0,250,288.0,38.0,13.194444444444445
5836,2023-02-16,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10002133,30,40,3,0.04,120,4.8,90,115.2,25.200000000000003,21.875000000000004
5837,2022-09-27,Standard Class,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,TEC-AC-10004396,60,70,5,0.04,350,14.0,300,336.0,36.0,10.714285714285714
5838,2023-12-27,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,TEC-PH-10004100,50,60,4,0.03,240,7.199999999999999,200,232.8,32.80000000000001,14.089347079037806
5839,2023-08-30,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10000636,80,80,5,0.02,400,8.0,400,392.0,-8.0,-2.0408163265306123
5840,2023-03-05,Second Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,OFF-PA-10001972,30,30,5,0.02,150,3.0,150,147.0,-3.0,-2.0408163265306123
5841,2022-02-05,Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,FUR-FU-10002554,40,50,2,0.02,100,2.0,80,98.0,18.0,18.367346938775512
5842,2023-03-08,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10003174,340,420,4,0.02,1680,33.6,1360,1646.4,286.4000000000001,17.395529640427604
5843,2022-07-05,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10001418,280,300,5,0.05,1500,75.0,1400,1425.0,25.0,1.7543859649122806
5844,2023-11-08,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,FUR-FU-10002813,70,80,4,0.05,320,16.0,280,304.0,24.0,7.894736842105263
5845,2023-05-02,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10000129,650,780,7,0.05,5460,273.0,4550,5187.0,637.0,12.280701754385964
5846,2022-08-23,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10001639,30,30,5,0.03,150,4.5,150,145.5,-4.5,-3.0927835051546393
5847,2022-08-15,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10001708,210,230,2,0.05,460,23.0,420,437.0,17.0,3.8901601830663615
5848,2023-11-25,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,FUR-FU-10001591,40,40,3,0.04,120,4.8,120,115.2,-4.799999999999997,-4.166666666666664
5849,2022-05-20,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,OFF-AP-10003849,600,720,2,0.02,1440,28.8,1200,1411.2,211.20000000000005,14.965986394557826
5850,2023-07-26,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Storage,OFF-ST-10000078,680,800,3,0.05,2400,120.0,2040,2280.0,240.0,10.526315789473683
5851,2022-05-01,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Technology,Copiers,TEC-CO-10001571,470,550,1,0.05,550,27.5,470,522.5,52.5,10.047846889952153
5852,2023-12-06,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,OFF-BI-10001658,60,70,3,0.03,210,6.3,180,203.7,23.69999999999999,11.634756995581732
5853,2023-07-12,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,FUR-FU-10004351,30,30,3,0.04,90,3.6,90,86.4,-3.5999999999999943,-4.16666666666666
5854,2023-08-17,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,OFF-BI-10003314,10,10,2,0.05,20,1.0,20,19.0,-1.0,-5.263157894736842
5855,2023-03-20,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10001505,30,30,7,0.04,210,8.4,210,201.6,-8.400000000000006,-4.16666666666667
5856,2022-07-13,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,OFF-SU-10003567,20,20,3,0.03,60,1.7999999999999998,60,58.2,-1.7999999999999972,-3.092783505154634
5858,2023-11-01,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,FUR-FU-10002364,10,10,5,0.04,50,2.0,50,48.0,-2.0,-4.166666666666666
5859,2022-09-21,Second Class,Consumer,United States,Concord,California,94521,West,Furniture,Bookcases,FUR-BO-10004218,210,240,2,0.04,480,19.2,420,460.8,40.80000000000001,8.854166666666668
5860,2022-09-20,Standard Class,Consumer,United States,Conway,Arkansas,72032,South,Furniture,Tables,FUR-TA-10002530,260,300,2,0.05,600,30.0,520,570.0,50.0,8.771929824561402
5861,2023-09-10,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10001526,10,10,2,0.05,20,1.0,20,19.0,-1.0,-5.263157894736842
5862,2023-04-30,Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10001497,100,110,2,0.05,220,11.0,200,209.0,9.0,4.30622009569378
5863,2022-10-01,Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10003936,20,20,3,0.02,60,1.2,60,58.8,-1.2000000000000028,-2.040816326530617
5864,2023-05-11,Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,OFF-AR-10000716,10,10,2,0.03,20,0.6,20,19.4,-0.6000000000000014,-3.0927835051546464
5865,2022-12-16,Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Appliances,OFF-AP-10002765,60,80,3,0.03,240,7.199999999999999,180,232.8,52.80000000000001,22.68041237113402
5867,2022-11-19,Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Furniture,Chairs,FUR-CH-10002335,1010,1130,5,0.04,5650,226.0,5050,5424.0,374.0,6.895280235988201
5869,2022-08-19,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002026,80,100,6,0.02,600,12.0,480,588.0,108.0,18.367346938775512
5870,2023-04-04,Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West,Furniture,Chairs,FUR-CH-10001215,1380,1600,4,0.04,6400,256.0,5520,6144.0,624.0,10.15625
5871,2022-02-01,Same Day,Corporate,United States,Anaheim,California,92804,West,Furniture,Tables,FUR-TA-10001771,1190,1290,7,0.05,9030,451.5,8330,8578.5,248.5,2.896776825785394
5872,2022-09-23,Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,FUR-FU-10004006,120,130,3,0.03,390,11.7,360,378.3,18.30000000000001,4.83743061062649
5873,2022-11-02,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,OFF-ST-10003282,50,60,1,0.02,60,1.2,50,58.8,8.799999999999997,14.96598639455782
5874,2022-12-06,Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,OFF-BI-10002353,90,110,7,0.03,770,23.099999999999998,630,746.9,116.89999999999998,15.65135895032802
5875,2022-08-02,Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,OFF-BI-10004141,10,10,3,0.02,30,0.6,30,29.4,-0.6000000000000014,-2.040816326530617
5876,2023-04-21,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10001954,10,10,3,0.03,30,0.8999999999999999,30,29.1,-0.8999999999999986,-3.092783505154634
5877,2023-10-03,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,OFF-BI-10001071,400,450,7,0.04,3150,126.0,2800,3024.0,224.0,7.4074074074074066
5878,2022-11-15,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,OFF-PA-10003022,20,20,3,0.03,60,1.7999999999999998,60,58.2,-1.7999999999999972,-3.092783505154634
5879,2023-10-06,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,OFF-AP-10001293,240,250,6,0.02,1500,30.0,1440,1470.0,30.0,2.0408163265306123
5880,2023-06-15,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001815,170,190,4,0.05,760,38.0,680,722.0,42.0,5.8171745152354575
5881,2022-01-16,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10001215,700,800,2,0.05,1600,80.0,1400,1520.0,120.0,7.894736842105263
5882,2023-12-21,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10000100,340,370,9,0.04,3330,133.2,3060,3196.8,136.80000000000018,4.279279279279285
5883,2022-10-31,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10002880,830,890,9,0.04,8010,320.40000000000003,7470,7689.6,219.60000000000036,2.8558052434456975
5884,2022-08-15,Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10004712,20,30,2,0.04,60,2.4,40,57.6,17.6,30.555555555555557
5885,2022-07-12,Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,OFF-SU-10000151,4320,4910,3,0.02,14730,294.6,12960,14435.4,1475.3999999999996,10.22070742757388
5886,2023-05-26,Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10000136,10,10,3,0.02,30,0.6,30,29.4,-0.6000000000000014,-2.040816326530617
5887,2023-08-12,Same Day,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003610,160,180,3,0.03,540,16.2,480,523.8,43.799999999999955,8.361970217640312
5888,2022-06-06,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,OFF-ST-10001837,30,40,1,0.05,40,2.0,30,38.0,8.0,21.052631578947366
